"Statistic","Month","Meteorological Weather Station","UNIT","VALUE"
"Average Maximum Temperature","2018M11","Kilkenny","Degrees C",""
"Average Maximum Temperature","2018M11","Malin head","Degrees C","11.1"
"Average Maximum Temperature","2018M11","Mullingar","Degrees C","10.5"
"Average Maximum Temperature","2018M11","Roches Point","Degrees C","11.7"
"Average Maximum Temperature","2018M11","Rosslare","Degrees C",""
"Average Maximum Temperature","2018M11","Shannon airport","Degrees C","11.5"
"Average Maximum Temperature","2018M12","Belmullet","Degrees C","10.2"
"Average Maximum Temperature","2018M12","Birr","Degrees C",""
"Average Maximum Temperature","2018M12","Valentia Observatory","Degrees C","12.1"
"Average Maximum Temperature","2018M12","Casement","Degrees C","10"
"Average Maximum Temperature","2018M12","Claremorris","Degrees C","9.8"
"Average Maximum Temperature","2018M12","Clones","Degrees C",""
"Average Maximum Temperature","2018M12","Cork airport","Degrees C","10.6"
"Average Maximum Temperature","2018M12","Dublin airport","Degrees C","10.3"
"Average Maximum Temperature","2018M12","Galway","Degrees C",""
"Average Maximum Temperature","2018M12","Kilkenny","Degrees C",""
"Average Maximum Temperature","2018M12","Malin head","Degrees C","9.6"
"Average Maximum Temperature","2018M12","Mullingar","Degrees C","9.6"
"Average Maximum Temperature","2018M12","Roches Point","Degrees C","11.3"
"Average Maximum Temperature","2018M12","Rosslare","Degrees C",""
"Average Maximum Temperature","2018M12","Shannon airport","Degrees C","11"
"Average Maximum Temperature","2019M01","Belmullet","Degrees C","9.1"
"Average Maximum Temperature","2019M01","Birr","Degrees C",""
"Average Maximum Temperature","2019M01","Valentia Observatory","Degrees C","9.9"
"Average Maximum Temperature","2019M01","Casement","Degrees C","7.8"
"Average Maximum Temperature","2019M01","Claremorris","Degrees C","8.2"
"Average Maximum Temperature","2019M01","Clones","Degrees C",""
"Average Maximum Temperature","2019M01","Cork airport","Degrees C","8.3"
"Average Maximum Temperature","2019M01","Dublin airport","Degrees C","7.9"
"Average Maximum Temperature","2019M01","Galway","Degrees C",""
"Average Maximum Temperature","2019M01","Kilkenny","Degrees C",""
"Average Maximum Temperature","2019M01","Malin head","Degrees C","8.1"
"Average Maximum Temperature","2019M01","Mullingar","Degrees C","7.7"
"Average Maximum Temperature","2019M01","Roches Point","Degrees C","9.4"
"Average Maximum Temperature","2019M01","Rosslare","Degrees C",""
"Average Maximum Temperature","2019M01","Shannon airport","Degrees C","8.9"
"Average Maximum Temperature","2019M02","Belmullet","Degrees C","11.3"
"Average Maximum Temperature","2019M02","Birr","Degrees C",""
"Average Maximum Temperature","2019M02","Valentia Observatory","Degrees C","11.8"
"Average Maximum Temperature","2019M02","Casement","Degrees C","11.4"
"Average Maximum Temperature","2019M02","Claremorris","Degrees C","11.2"
"Average Maximum Temperature","2019M02","Clones","Degrees C",""
"Average Maximum Temperature","2019M02","Cork airport","Degrees C","9.8"
"Average Maximum Temperature","2019M02","Dublin airport","Degrees C","11.3"
"Average Maximum Temperature","2019M02","Galway","Degrees C",""
"Average Maximum Temperature","2019M02","Kilkenny","Degrees C",""
"Average Maximum Temperature","2019M02","Malin head","Degrees C","10.9"
"Average Maximum Temperature","2019M02","Mullingar","Degrees C","10.8"
"Average Maximum Temperature","2019M02","Roches Point","Degrees C","10.3"
"Average Maximum Temperature","2019M02","Rosslare","Degrees C",""
"Average Maximum Temperature","2019M02","Shannon airport","Degrees C","11.5"
"Average Maximum Temperature","2019M03","Belmullet","Degrees C","10.5"
"Average Maximum Temperature","2019M03","Birr","Degrees C",""
"Average Maximum Temperature","2019M03","Valentia Observatory","Degrees C","11"
"Average Maximum Temperature","2019M03","Casement","Degrees C","11.2"
"Average Maximum Temperature","2019M03","Claremorris","Degrees C","10.7"
"Average Maximum Temperature","2019M03","Clones","Degrees C",""
"Average Maximum Temperature","2019M03","Cork airport","Degrees C","10.9"
"Average Maximum Temperature","2019M03","Dublin airport","Degrees C","11.3"
"Average Maximum Temperature","2019M03","Galway","Degrees C",""
"Average Maximum Temperature","2019M03","Kilkenny","Degrees C",""
"Average Maximum Temperature","2019M03","Malin head","Degrees C","9.9"
"Average Maximum Temperature","2019M03","Mullingar","Degrees C","10.9"
"Average Maximum Temperature","2019M03","Roches Point","Degrees C","11"
"Average Maximum Temperature","2019M03","Rosslare","Degrees C",""
"Average Maximum Temperature","2019M03","Shannon airport","Degrees C","11.3"
"Average Maximum Temperature","2019M04","Belmullet","Degrees C","13.7"
"Average Maximum Temperature","2019M04","Birr","Degrees C",""
"Average Maximum Temperature","2019M04","Valentia Observatory","Degrees C","13.4"
"Average Maximum Temperature","2019M04","Casement","Degrees C","12.4"
"Average Maximum Temperature","2019M04","Claremorris","Degrees C","13.6"
"Average Maximum Temperature","2019M04","Clones","Degrees C",""
"Average Maximum Temperature","2019M04","Cork airport","Degrees C","11.9"
"Average Maximum Temperature","2019M04","Dublin airport","Degrees C","12.1"
"Average Maximum Temperature","2019M04","Galway","Degrees C",""
"Average Maximum Temperature","2019M04","Kilkenny","Degrees C",""
"Average Maximum Temperature","2019M04","Malin head","Degrees C","12.2"
"Average Maximum Temperature","2019M04","Mullingar","Degrees C","12.9"
"Average Maximum Temperature","2019M04","Roches Point","Degrees C","11.8"
"Average Maximum Temperature","2019M04","Rosslare","Degrees C",""
"Average Maximum Temperature","2019M04","Shannon airport","Degrees C","14.2"
"Average Maximum Temperature","2019M05","Belmullet","Degrees C","14.6"
"Average Maximum Temperature","2019M05","Birr","Degrees C",""
"Average Maximum Temperature","2019M05","Valentia Observatory","Degrees C","14.5"
"Average Maximum Temperature","2019M05","Casement","Degrees C","15.5"
"Average Maximum Temperature","2019M05","Claremorris","Degrees C","15.8"
"Average Maximum Temperature","2019M05","Clones","Degrees C",""
"Average Maximum Temperature","2019M05","Cork airport","Degrees C","14.6"
"Average Maximum Temperature","2019M05","Dublin airport","Degrees C","14.8"
"Average Maximum Temperature","2019M05","Galway","Degrees C",""
"Average Maximum Temperature","2019M05","Kilkenny","Degrees C",""
"Average Maximum Temperature","2019M05","Malin head","Degrees C","13.1"
"Average Maximum Temperature","2019M05","Mullingar","Degrees C","15.4"
"Average Maximum Temperature","2019M05","Roches Point","Degrees C","14.5"
"Average Maximum Temperature","2019M05","Rosslare","Degrees C",""
"Average Maximum Temperature","2019M05","Shannon airport","Degrees C","15.9"
"Average Maximum Temperature","2019M06","Belmullet","Degrees C","15.6"
"Average Maximum Temperature","2019M06","Birr","Degrees C",""
"Average Maximum Temperature","2019M06","Valentia Observatory","Degrees C","16.3"
"Average Maximum Temperature","2019M06","Casement","Degrees C","16.9"
"Average Maximum Temperature","2019M06","Claremorris","Degrees C","16.7"
"Average Maximum Temperature","2019M06","Clones","Degrees C",""
"Average Maximum Temperature","2019M06","Cork airport","Degrees C","16"
"Average Maximum Temperature","2019M06","Dublin airport","Degrees C","16.5"
"Average Maximum Temperature","2019M06","Galway","Degrees C",""
"Average Maximum Temperature","2019M06","Kilkenny","Degrees C",""
"Average Maximum Temperature","2019M06","Malin head","Degrees C","15.2"
"Average Maximum Temperature","2019M06","Mullingar","Degrees C","17.1"
"Average Maximum Temperature","2019M06","Roches Point","Degrees C","15.9"
"Average Maximum Temperature","2019M06","Rosslare","Degrees C",""
"Average Maximum Temperature","2019M06","Shannon airport","Degrees C","17.6"
"Average Maximum Temperature","2019M07","Belmullet","Degrees C","18.2"
"Average Maximum Temperature","2019M07","Birr","Degrees C",""
"Average Maximum Temperature","2019M07","Valentia Observatory","Degrees C","18.6"
"Average Maximum Temperature","2019M07","Casement","Degrees C","20.6"
"Average Maximum Temperature","2019M07","Claremorris","Degrees C","19.7"
"Average Maximum Temperature","2019M07","Clones","Degrees C",""
"Average Maximum Temperature","2019M07","Cork airport","Degrees C","19.6"
"Average Maximum Temperature","2019M07","Dublin airport","Degrees C","20.5"
"Average Maximum Temperature","2019M07","Galway","Degrees C",""
"Average Maximum Temperature","2019M07","Kilkenny","Degrees C",""
"Average Maximum Temperature","2019M07","Malin head","Degrees C","18"
"Average Maximum Temperature","2019M07","Mullingar","Degrees C","20.6"
"Average Maximum Temperature","2019M07","Roches Point","Degrees C","19.1"
"Average Maximum Temperature","2019M07","Rosslare","Degrees C",""
"Average Maximum Temperature","2019M07","Shannon airport","Degrees C","20.3"
"Average Maximum Temperature","2019M08","Belmullet","Degrees C","18"
"Average Maximum Temperature","2019M08","Birr","Degrees C",""
"Average Maximum Temperature","2019M08","Valentia Observatory","Degrees C","17.9"
"Average Maximum Temperature","2019M08","Casement","Degrees C","19.9"
"Average Maximum Temperature","2019M08","Claremorris","Degrees C","18.6"
"Average Maximum Temperature","2019M08","Clones","Degrees C",""
"Average Maximum Temperature","2019M08","Cork airport","Degrees C","18.7"
"Average Maximum Temperature","2019M08","Dublin airport","Degrees C","19.9"
"Average Maximum Temperature","2019M08","Galway","Degrees C",""
"Average Maximum Temperature","2019M08","Kilkenny","Degrees C",""
"Average Maximum Temperature","2019M08","Malin head","Degrees C","17.8"
"Average Maximum Temperature","2019M08","Mullingar","Degrees C","19.3"
"Average Maximum Temperature","2019M08","Roches Point","Degrees C","18.5"
"Average Maximum Temperature","2019M08","Rosslare","Degrees C",""
"Average Maximum Temperature","2019M08","Shannon airport","Degrees C","19.2"
"Average Maximum Temperature","2019M09","Belmullet","Degrees C","16.4"
"Average Maximum Temperature","2019M09","Birr","Degrees C",""
"Average Maximum Temperature","2019M09","Valentia Observatory","Degrees C","16.9"
"Average Maximum Temperature","2019M09","Casement","Degrees C","17.4"
"Average Maximum Temperature","2019M09","Claremorris","Degrees C","16.9"
"Average Maximum Temperature","2019M09","Clones","Degrees C",""
"Average Maximum Temperature","2019M09","Cork airport","Degrees C","17.3"
"Average Maximum Temperature","2019M09","Dublin airport","Degrees C","17.6"
"Average Maximum Temperature","2019M09","Galway","Degrees C",""
"Average Maximum Temperature","2019M09","Kilkenny","Degrees C",""
"Average Maximum Temperature","2019M09","Malin head","Degrees C","16"
"Average Maximum Temperature","2019M09","Mullingar","Degrees C","17.2"
"Average Maximum Temperature","2019M09","Roches Point","Degrees C","17.4"
"Average Maximum Temperature","2019M09","Rosslare","Degrees C",""
"Average Maximum Temperature","2019M09","Shannon airport","Degrees C","17.6"
"Average Maximum Temperature","2019M10","Belmullet","Degrees C","12.9"
"Average Maximum Temperature","2019M10","Birr","Degrees C",""
"Average Maximum Temperature","2019M10","Valentia Observatory","Degrees C","13.5"
"Average Maximum Temperature","2019M10","Casement","Degrees C","12.7"
"Average Maximum Temperature","2019M10","Claremorris","Degrees C","12.7"
"Average Maximum Temperature","2019M10","Clones","Degrees C",""
"Average Maximum Temperature","2019M10","Cork airport","Degrees C","12.8"
"Average Maximum Temperature","2019M10","Dublin airport","Degrees C","12.3"
"Average Maximum Temperature","2019M10","Galway","Degrees C",""
"Average Maximum Temperature","2019M10","Kilkenny","Degrees C",""
"Average Maximum Temperature","2019M10","Malin head","Degrees C","12.3"
"Average Maximum Temperature","2019M10","Mullingar","Degrees C","12.7"
"Average Maximum Temperature","2019M10","Roches Point","Degrees C","13.5"
"Average Maximum Temperature","2019M10","Rosslare","Degrees C",""
"Average Maximum Temperature","2019M10","Shannon airport","Degrees C","13.2"
"Average Maximum Temperature","2019M11","Belmullet","Degrees C","9.7"
"Average Maximum Temperature","2019M11","Birr","Degrees C",""
"Average Maximum Temperature","2019M11","Valentia Observatory","Degrees C","10.6"
"Average Maximum Temperature","2019M11","Casement","Degrees C","8.8"
"Average Maximum Temperature","2019M11","Claremorris","Degrees C","9"
"Average Maximum Temperature","2019M11","Clones","Degrees C",""
"Average Maximum Temperature","2019M11","Cork airport","Degrees C","8.9"
"Average Maximum Temperature","2019M11","Dublin airport","Degrees C","8.9"
"Average Maximum Temperature","2019M11","Galway","Degrees C",""
"Average Maximum Temperature","2019M11","Kilkenny","Degrees C",""
"Average Maximum Temperature","2019M11","Malin head","Degrees C","9.4"
"Average Maximum Temperature","2019M11","Mullingar","Degrees C","8.6"
"Average Maximum Temperature","2019M11","Roches Point","Degrees C","9.9"
"Average Maximum Temperature","2019M11","Rosslare","Degrees C",""
"Average Maximum Temperature","2019M11","Shannon airport","Degrees C","9.5"
"Average Maximum Temperature","2019M12","Belmullet","Degrees C","9.7"
"Average Maximum Temperature","2019M12","Birr","Degrees C",""
"Average Maximum Temperature","2019M12","Valentia Observatory","Degrees C","10.7"
"Average Maximum Temperature","2019M12","Casement","Degrees C","9"
"Average Maximum Temperature","2019M12","Claremorris","Degrees C","8.9"
"Average Maximum Temperature","2019M12","Clones","Degrees C",""
"Average Maximum Temperature","2019M12","Cork airport","Degrees C","9"
"Average Maximum Temperature","2019M12","Dublin airport","Degrees C","9.2"
"Average Maximum Temperature","2019M12","Galway","Degrees C",""
"Average Maximum Temperature","2019M12","Kilkenny","Degrees C",""
"Average Maximum Temperature","2019M12","Malin head","Degrees C","9.3"
"Average Maximum Temperature","2019M12","Mullingar","Degrees C","8.4"
"Average Maximum Temperature","2019M12","Roches Point","Degrees C","10"
"Average Maximum Temperature","2019M12","Rosslare","Degrees C",""
"Average Maximum Temperature","2019M12","Shannon airport","Degrees C","9.5"
"Average Maximum Temperature","2020M01","Belmullet","Degrees C","9.7"
"Average Maximum Temperature","2020M01","Birr","Degrees C",""
"Average Maximum Temperature","2020M01","Valentia Observatory","Degrees C","10.2"
"Average Maximum Temperature","2020M01","Casement","Degrees C","9"
"Average Maximum Temperature","2020M01","Claremorris","Degrees C","8.7"
"Average Maximum Temperature","2020M01","Clones","Degrees C",""
"Average Maximum Temperature","2020M01","Cork airport","Degrees C","8.6"
"Average Maximum Temperature","2020M01","Dublin airport","Degrees C","9.3"
"Average Maximum Temperature","2020M01","Galway","Degrees C",""
"Average Maximum Temperature","2020M01","Kilkenny","Degrees C",""
"Average Maximum Temperature","2020M01","Malin head","Degrees C","9.2"
