"Statistic","Month","Type of Fertiliser","UNIT","VALUE"
"Fertiliser Price","2013M03","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2013M03","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2013M03","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2013M03","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2013M03","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2013M03","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2013M03","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2013M04","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","336"
"Fertiliser Price","2013M04","Urea (46% N)","Euro per Tonne","447"
"Fertiliser Price","2013M04","Granular Superphosphate (16% P)","Euro per Tonne",""
"Fertiliser Price","2013M04","Muriate of Potash (50% K)","Euro per Tonne","462"
"Fertiliser Price","2013M04","Compound 0-10-20","Euro per Tonne","455"
"Fertiliser Price","2013M04","Compound 0-7-30","Euro per Tonne","456"
"Fertiliser Price","2013M04","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2013M04","Compound 10-10-20","Euro per Tonne","487"
"Fertiliser Price","2013M04","Compound 14-7-14","Euro per Tonne","453"
"Fertiliser Price","2013M04","Compound 18-6-12","Euro per Tonne","445"
"Fertiliser Price","2013M04","Compound 24-2.5-10","Euro per Tonne","448"
"Fertiliser Price","2013M04","Compound 27-2.5-5","Euro per Tonne","443"
"Fertiliser Price","2013M04","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2013M04","Compound 8-5-18","Euro per Tonne","453"
"Fertiliser Price","2013M04","Compound 20-4-10","Euro per Tonne","429"
"Fertiliser Price","2013M04","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2013M04","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2013M04","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2013M04","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2013M04","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2013M04","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2013M04","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2013M04","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2013M04","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2013M05","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","336"
"Fertiliser Price","2013M05","Urea (46% N)","Euro per Tonne","447"
"Fertiliser Price","2013M05","Granular Superphosphate (16% P)","Euro per Tonne",""
"Fertiliser Price","2013M05","Muriate of Potash (50% K)","Euro per Tonne","462"
"Fertiliser Price","2013M05","Compound 0-10-20","Euro per Tonne","455"
"Fertiliser Price","2013M05","Compound 0-7-30","Euro per Tonne","456"
"Fertiliser Price","2013M05","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2013M05","Compound 10-10-20","Euro per Tonne","487"
"Fertiliser Price","2013M05","Compound 14-7-14","Euro per Tonne","454"
"Fertiliser Price","2013M05","Compound 18-6-12","Euro per Tonne","445"
"Fertiliser Price","2013M05","Compound 24-2.5-10","Euro per Tonne","452"
"Fertiliser Price","2013M05","Compound 27-2.5-5","Euro per Tonne","442"
"Fertiliser Price","2013M05","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2013M05","Compound 8-5-18","Euro per Tonne","453"
"Fertiliser Price","2013M05","Compound 20-4-10","Euro per Tonne","429"
"Fertiliser Price","2013M05","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2013M05","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2013M05","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2013M05","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2013M05","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2013M05","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2013M05","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2013M05","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2013M05","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2013M06","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","334"
"Fertiliser Price","2013M06","Urea (46% N)","Euro per Tonne","446"
"Fertiliser Price","2013M06","Granular Superphosphate (16% P)","Euro per Tonne",""
"Fertiliser Price","2013M06","Muriate of Potash (50% K)","Euro per Tonne","458"
"Fertiliser Price","2013M06","Compound 0-10-20","Euro per Tonne","454"
"Fertiliser Price","2013M06","Compound 0-7-30","Euro per Tonne","456"
"Fertiliser Price","2013M06","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2013M06","Compound 10-10-20","Euro per Tonne","486"
"Fertiliser Price","2013M06","Compound 14-7-14","Euro per Tonne","452"
"Fertiliser Price","2013M06","Compound 18-6-12","Euro per Tonne","444"
"Fertiliser Price","2013M06","Compound 24-2.5-10","Euro per Tonne","450"
"Fertiliser Price","2013M06","Compound 27-2.5-5","Euro per Tonne","441"
"Fertiliser Price","2013M06","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2013M06","Compound 8-5-18","Euro per Tonne","452"
"Fertiliser Price","2013M06","Compound 20-4-10","Euro per Tonne","426"
"Fertiliser Price","2013M06","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2013M06","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2013M06","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2013M06","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2013M06","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2013M06","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2013M06","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2013M06","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2013M06","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2013M07","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","330"
"Fertiliser Price","2013M07","Urea (46% N)","Euro per Tonne","444"
"Fertiliser Price","2013M07","Granular Superphosphate (16% P)","Euro per Tonne",""
"Fertiliser Price","2013M07","Muriate of Potash (50% K)","Euro per Tonne","458"
"Fertiliser Price","2013M07","Compound 0-10-20","Euro per Tonne","454"
"Fertiliser Price","2013M07","Compound 0-7-30","Euro per Tonne","455"
"Fertiliser Price","2013M07","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2013M07","Compound 10-10-20","Euro per Tonne","484"
"Fertiliser Price","2013M07","Compound 14-7-14","Euro per Tonne","452"
"Fertiliser Price","2013M07","Compound 18-6-12","Euro per Tonne","443"
"Fertiliser Price","2013M07","Compound 24-2.5-10","Euro per Tonne","448"
"Fertiliser Price","2013M07","Compound 27-2.5-5","Euro per Tonne","439"
"Fertiliser Price","2013M07","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2013M07","Compound 8-5-18","Euro per Tonne","451"
"Fertiliser Price","2013M07","Compound 20-4-10","Euro per Tonne","426"
"Fertiliser Price","2013M07","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2013M07","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2013M07","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2013M07","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2013M07","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2013M07","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2013M07","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2013M07","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2013M07","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2013M08","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","328"
"Fertiliser Price","2013M08","Urea (46% N)","Euro per Tonne","440"
"Fertiliser Price","2013M08","Granular Superphosphate (16% P)","Euro per Tonne",""
"Fertiliser Price","2013M08","Muriate of Potash (50% K)","Euro per Tonne","456"
"Fertiliser Price","2013M08","Compound 0-10-20","Euro per Tonne","440"
"Fertiliser Price","2013M08","Compound 0-7-30","Euro per Tonne","448"
"Fertiliser Price","2013M08","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2013M08","Compound 10-10-20","Euro per Tonne","479"
"Fertiliser Price","2013M08","Compound 14-7-14","Euro per Tonne","430"
"Fertiliser Price","2013M08","Compound 18-6-12","Euro per Tonne","438"
"Fertiliser Price","2013M08","Compound 24-2.5-10","Euro per Tonne","443"
"Fertiliser Price","2013M08","Compound 27-2.5-5","Euro per Tonne","434"
"Fertiliser Price","2013M08","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2013M08","Compound 8-5-18","Euro per Tonne","434"
"Fertiliser Price","2013M08","Compound 20-4-10","Euro per Tonne","408"
"Fertiliser Price","2013M08","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2013M08","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2013M08","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2013M08","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2013M08","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2013M08","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2013M08","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2013M08","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2013M08","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2013M09","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","326"
"Fertiliser Price","2013M09","Urea (46% N)","Euro per Tonne","441"
"Fertiliser Price","2013M09","Granular Superphosphate (16% P)","Euro per Tonne",""
"Fertiliser Price","2013M09","Muriate of Potash (50% K)","Euro per Tonne","453"
"Fertiliser Price","2013M09","Compound 0-10-20","Euro per Tonne","443"
"Fertiliser Price","2013M09","Compound 0-7-30","Euro per Tonne","447"
"Fertiliser Price","2013M09","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2013M09","Compound 10-10-20","Euro per Tonne","475"
"Fertiliser Price","2013M09","Compound 14-7-14","Euro per Tonne","430"
"Fertiliser Price","2013M09","Compound 18-6-12","Euro per Tonne","434"
"Fertiliser Price","2013M09","Compound 24-2.5-10","Euro per Tonne","441"
"Fertiliser Price","2013M09","Compound 27-2.5-5","Euro per Tonne","431"
"Fertiliser Price","2013M09","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2013M09","Compound 8-5-18","Euro per Tonne","434"
"Fertiliser Price","2013M09","Compound 20-4-10","Euro per Tonne","404"
"Fertiliser Price","2013M09","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2013M09","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2013M09","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2013M09","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2013M09","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2013M09","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2013M09","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2013M09","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2013M09","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2013M10","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","324"
"Fertiliser Price","2013M10","Urea (46% N)","Euro per Tonne","440"
"Fertiliser Price","2013M10","Granular Superphosphate (16% P)","Euro per Tonne",""
"Fertiliser Price","2013M10","Muriate of Potash (50% K)","Euro per Tonne",""
"Fertiliser Price","2013M10","Compound 0-10-20","Euro per Tonne","443"
"Fertiliser Price","2013M10","Compound 0-7-30","Euro per Tonne","446"
"Fertiliser Price","2013M10","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2013M10","Compound 10-10-20","Euro per Tonne","472"
"Fertiliser Price","2013M10","Compound 14-7-14","Euro per Tonne","430"
"Fertiliser Price","2013M10","Compound 18-6-12","Euro per Tonne","432"
"Fertiliser Price","2013M10","Compound 24-2.5-10","Euro per Tonne","440"
"Fertiliser Price","2013M10","Compound 27-2.5-5","Euro per Tonne","430"
"Fertiliser Price","2013M10","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2013M10","Compound 8-5-18","Euro per Tonne","434"
"Fertiliser Price","2013M10","Compound 20-4-10","Euro per Tonne","404"
"Fertiliser Price","2013M10","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2013M10","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2013M10","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2013M10","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2013M10","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2013M10","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2013M10","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2013M10","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2013M10","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2013M11","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","323"
"Fertiliser Price","2013M11","Urea (46% N)","Euro per Tonne","437"
"Fertiliser Price","2013M11","Granular Superphosphate (16% P)","Euro per Tonne",""
"Fertiliser Price","2013M11","Muriate of Potash (50% K)","Euro per Tonne",""
"Fertiliser Price","2013M11","Compound 0-10-20","Euro per Tonne","441"
"Fertiliser Price","2013M11","Compound 0-7-30","Euro per Tonne","445"
"Fertiliser Price","2013M11","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2013M11","Compound 10-10-20","Euro per Tonne","472"
"Fertiliser Price","2013M11","Compound 14-7-14","Euro per Tonne","430"
"Fertiliser Price","2013M11","Compound 18-6-12","Euro per Tonne","432"
"Fertiliser Price","2013M11","Compound 24-2.5-10","Euro per Tonne","440"
"Fertiliser Price","2013M11","Compound 27-2.5-5","Euro per Tonne","430"
"Fertiliser Price","2013M11","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2013M11","Compound 8-5-18","Euro per Tonne","434"
"Fertiliser Price","2013M11","Compound 20-4-10","Euro per Tonne","404"
"Fertiliser Price","2013M11","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2013M11","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2013M11","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2013M11","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2013M11","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2013M11","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2013M11","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2013M11","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2013M11","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2013M12","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","321"
"Fertiliser Price","2013M12","Urea (46% N)","Euro per Tonne","434"
"Fertiliser Price","2013M12","Granular Superphosphate (16% P)","Euro per Tonne",""
"Fertiliser Price","2013M12","Muriate of Potash (50% K)","Euro per Tonne",""
"Fertiliser Price","2013M12","Compound 0-10-20","Euro per Tonne","437"
"Fertiliser Price","2013M12","Compound 0-7-30","Euro per Tonne","442"
"Fertiliser Price","2013M12","Compound 7-6-17","Euro per Tonne",""
"Fertiliser Price","2013M12","Compound 10-10-20","Euro per Tonne","470"
"Fertiliser Price","2013M12","Compound 14-7-14","Euro per Tonne","429"
"Fertiliser Price","2013M12","Compound 18-6-12","Euro per Tonne","430"
"Fertiliser Price","2013M12","Compound 24-2.5-10","Euro per Tonne","437"
"Fertiliser Price","2013M12","Compound 27-2.5-5","Euro per Tonne","427"
"Fertiliser Price","2013M12","Sulphate of Potash (42% K)","Euro per Tonne",""
"Fertiliser Price","2013M12","Compound 8-5-18","Euro per Tonne","437"
"Fertiliser Price","2013M12","Compound 20-4-10","Euro per Tonne","409"
"Fertiliser Price","2013M12","Sulphate of Ammonia (21%)","Euro per Tonne",""
"Fertiliser Price","2013M12","Ammonium Sulphate Nitrate (26%)","Euro per Tonne",""
"Fertiliser Price","2013M12","Compound 10-5-25","Euro per Tonne",""
"Fertiliser Price","2013M12","Compound 13-6-20","Euro per Tonne",""
"Fertiliser Price","2013M12","Compound 15-3-20","Euro per Tonne",""
"Fertiliser Price","2013M12","Compound 24-2.2-10","Euro per Tonne",""
"Fertiliser Price","2013M12","Compound 24-2.2-4.5","Euro per Tonne",""
"Fertiliser Price","2013M12","Compound 19-0-15","Euro per Tonne",""
"Fertiliser Price","2013M12","Compound 25-4-0","Euro per Tonne",""
"Fertiliser Price","2014M01","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","315"
"Fertiliser Price","2014M01","Urea (46% N)","Euro per Tonne","412"
"Fertiliser Price","2014M01","Granular Superphosphate (16% P)","Euro per Tonne","429"
"Fertiliser Price","2014M01","Muriate of Potash (50% K)","Euro per Tonne","423"
"Fertiliser Price","2014M01","Compound 0-10-20","Euro per Tonne","419"
"Fertiliser Price","2014M01","Compound 0-7-30","Euro per Tonne","422"
"Fertiliser Price","2014M01","Compound 7-6-17","Euro per Tonne","485"
"Fertiliser Price","2014M01","Compound 10-10-20","Euro per Tonne","455"
"Fertiliser Price","2014M01","Compound 14-7-14","Euro per Tonne","416"
"Fertiliser Price","2014M01","Compound 18-6-12","Euro per Tonne","420"
"Fertiliser Price","2014M01","Compound 24-2.5-10","Euro per Tonne","432"
"Fertiliser Price","2014M01","Compound 27-2.5-5","Euro per Tonne","424"
"Fertiliser Price","2014M01","Sulphate of Potash (42% K)","Euro per Tonne","539"
"Fertiliser Price","2014M01","Compound 8-5-18","Euro per Tonne","417"
"Fertiliser Price","2014M01","Compound 20-4-10","Euro per Tonne","408"
"Fertiliser Price","2014M01","Sulphate of Ammonia (21%)","Euro per Tonne","335"
"Fertiliser Price","2014M01","Ammonium Sulphate Nitrate (26%)","Euro per Tonne","330"
"Fertiliser Price","2014M01","Compound 10-5-25","Euro per Tonne","."
"Fertiliser Price","2014M01","Compound 13-6-20","Euro per Tonne","."
"Fertiliser Price","2014M01","Compound 15-3-20","Euro per Tonne","."
"Fertiliser Price","2014M01","Compound 24-2.2-10","Euro per Tonne","."
"Fertiliser Price","2014M01","Compound 24-2.2-4.5","Euro per Tonne","391"
"Fertiliser Price","2014M01","Compound 19-0-15","Euro per Tonne","392"
"Fertiliser Price","2014M01","Compound 25-4-0","Euro per Tonne","402"
"Fertiliser Price","2014M02","Calcium Ammonium Nitrate (27.5% N)","Euro per Tonne","318"
"Fertiliser Price","2014M02","Urea (46% N)","Euro per Tonne","399"
"Fertiliser Price","2014M02","Granular Superphosphate (16% P)","Euro per Tonne","416"
"Fertiliser Price","2014M02","Muriate of Potash (50% K)","Euro per Tonne","406"
"Fertiliser Price","2014M02","Compound 0-10-20","Euro per Tonne","411"
"Fertiliser Price","2014M02","Compound 0-7-30","Euro per Tonne","417"
"Fertiliser Price","2014M02","Compound 7-6-17","Euro per Tonne","476"
"Fertiliser Price","2014M02","Compound 10-10-20","Euro per Tonne","449"
"Fertiliser Price","2014M02","Compound 14-7-14","Euro per Tonne","412"
"Fertiliser Price","2014M02","Compound 18-6-12","Euro per Tonne","413"
"Fertiliser Price","2014M02","Compound 24-2.5-10","Euro per Tonne","432"
