"Statistic","Year","Regional Veterinary Offices","UNIT","VALUE"
"Reactors per 1000 Tests A.P.T.","2014","Laois","Number","1.38"
"Reactors per 1000 Tests A.P.T.","2014","Leitrim","Number","2.69"
"Reactors per 1000 Tests A.P.T.","2014","Limerick","Number","1.11"
"Reactors per 1000 Tests A.P.T.","2014","Longford","Number","1.08"
"Reactors per 1000 Tests A.P.T.","2014","Louth","Number","1.03"
"Reactors per 1000 Tests A.P.T.","2014","Mayo","Number","0.83"
"Reactors per 1000 Tests A.P.T.","2014","Meath","Number","1.62"
"Reactors per 1000 Tests A.P.T.","2014","Monaghan","Number","1.45"
"Reactors per 1000 Tests A.P.T.","2014","Offaly","Number","1.12"
"Reactors per 1000 Tests A.P.T.","2014","Roscommon","Number","2.58"
"Reactors per 1000 Tests A.P.T.","2014","Sligo","Number","3.15"
"Reactors per 1000 Tests A.P.T.","2014","Tipperary North","Number","1.97"
"Reactors per 1000 Tests A.P.T.","2014","Tipperary South","Number","0.5"
"Reactors per 1000 Tests A.P.T.","2014","Waterford","Number","1.28"
"Reactors per 1000 Tests A.P.T.","2014","Westmeath","Number","2.72"
"Reactors per 1000 Tests A.P.T.","2014","Wexford","Number","2.57"
"Reactors per 1000 Tests A.P.T.","2014","Wicklow E","Number","8.85"
"Reactors per 1000 Tests A.P.T.","2014","Wicklow W","Number","3.22"
"Reactors per 1000 Tests A.P.T.","2015","State","Number","1.82"
"Reactors per 1000 Tests A.P.T.","2015","Carlow","Number","2.18"
"Reactors per 1000 Tests A.P.T.","2015","Cavan","Number","3.16"
"Reactors per 1000 Tests A.P.T.","2015","Clare","Number","3.61"
"Reactors per 1000 Tests A.P.T.","2015","Cork North","Number","1.34"
"Reactors per 1000 Tests A.P.T.","2015","Cork South","Number","1.98"
"Reactors per 1000 Tests A.P.T.","2015","Donegal","Number","1.11"
"Reactors per 1000 Tests A.P.T.","2015","Dublin","Number","2.14"
"Reactors per 1000 Tests A.P.T.","2015","Galway","Number","1.69"
"Reactors per 1000 Tests A.P.T.","2015","Kerry","Number","1.65"
"Reactors per 1000 Tests A.P.T.","2015","Kildare","Number","0.94"
"Reactors per 1000 Tests A.P.T.","2015","Kilkenny","Number","1.67"
"Reactors per 1000 Tests A.P.T.","2015","Laois","Number","1.35"
"Reactors per 1000 Tests A.P.T.","2015","Leitrim","Number","1.92"
"Reactors per 1000 Tests A.P.T.","2015","Limerick","Number","1.52"
"Reactors per 1000 Tests A.P.T.","2015","Longford","Number","1.19"
"Reactors per 1000 Tests A.P.T.","2015","Louth","Number","1.14"
"Reactors per 1000 Tests A.P.T.","2015","Mayo","Number","0.84"
"Reactors per 1000 Tests A.P.T.","2015","Meath","Number","2.02"
"Reactors per 1000 Tests A.P.T.","2015","Monaghan","Number","2.23"
"Reactors per 1000 Tests A.P.T.","2015","Offaly","Number","1.5"
"Reactors per 1000 Tests A.P.T.","2015","Roscommon","Number","1.55"
"Reactors per 1000 Tests A.P.T.","2015","Sligo","Number","2.03"
"Reactors per 1000 Tests A.P.T.","2015","Tipperary North","Number","1.37"
"Reactors per 1000 Tests A.P.T.","2015","Tipperary South","Number","1.08"
"Reactors per 1000 Tests A.P.T.","2015","Waterford","Number","0.86"
"Reactors per 1000 Tests A.P.T.","2015","Westmeath","Number","2.14"
"Reactors per 1000 Tests A.P.T.","2015","Wexford","Number","1.9"
"Reactors per 1000 Tests A.P.T.","2015","Wicklow E","Number","4.98"
"Reactors per 1000 Tests A.P.T.","2015","Wicklow W","Number","9.64"
"Reactors per 1000 Tests A.P.T.","2016","State","Number","1.96"
"Reactors per 1000 Tests A.P.T.","2016","Carlow","Number","1.05"
"Reactors per 1000 Tests A.P.T.","2016","Cavan","Number","2.68"
"Reactors per 1000 Tests A.P.T.","2016","Clare","Number","3.53"
"Reactors per 1000 Tests A.P.T.","2016","Cork North","Number","2.15"
"Reactors per 1000 Tests A.P.T.","2016","Cork South","Number","1.44"
"Reactors per 1000 Tests A.P.T.","2016","Donegal","Number","1.15"
"Reactors per 1000 Tests A.P.T.","2016","Dublin","Number","1.69"
"Reactors per 1000 Tests A.P.T.","2016","Galway","Number","2.09"
"Reactors per 1000 Tests A.P.T.","2016","Kerry","Number","2.58"
"Reactors per 1000 Tests A.P.T.","2016","Kildare","Number","1.74"
"Reactors per 1000 Tests A.P.T.","2016","Kilkenny","Number","0.97"
"Reactors per 1000 Tests A.P.T.","2016","Laois","Number","1.83"
"Reactors per 1000 Tests A.P.T.","2016","Leitrim","Number","1.23"
"Reactors per 1000 Tests A.P.T.","2016","Limerick","Number","1.2"
"Reactors per 1000 Tests A.P.T.","2016","Longford","Number","0.89"
"Reactors per 1000 Tests A.P.T.","2016","Louth","Number","1.86"
"Reactors per 1000 Tests A.P.T.","2016","Mayo","Number","0.86"
"Reactors per 1000 Tests A.P.T.","2016","Meath","Number","2.56"
"Reactors per 1000 Tests A.P.T.","2016","Monaghan","Number","3.52"
"Reactors per 1000 Tests A.P.T.","2016","Offaly","Number","1.68"
"Reactors per 1000 Tests A.P.T.","2016","Roscommon","Number","1.48"
"Reactors per 1000 Tests A.P.T.","2016","Sligo","Number","1.53"
"Reactors per 1000 Tests A.P.T.","2016","Tipperary North","Number","2.26"
"Reactors per 1000 Tests A.P.T.","2016","Tipperary South","Number","1.27"
"Reactors per 1000 Tests A.P.T.","2016","Waterford","Number","1.89"
"Reactors per 1000 Tests A.P.T.","2016","Westmeath","Number","1.78"
"Reactors per 1000 Tests A.P.T.","2016","Wexford","Number","1.38"
"Reactors per 1000 Tests A.P.T.","2016","Wicklow E","Number","5.58"
"Reactors per 1000 Tests A.P.T.","2016","Wicklow W","Number","6.72"
"Reactors per 1000 Tests A.P.T.","2017","State","Number","1.94"
"Reactors per 1000 Tests A.P.T.","2017","Carlow","Number","0.82"
"Reactors per 1000 Tests A.P.T.","2017","Cavan","Number","4.19"
"Reactors per 1000 Tests A.P.T.","2017","Clare","Number","3.21"
"Reactors per 1000 Tests A.P.T.","2017","Cork North","Number","2.41"
"Reactors per 1000 Tests A.P.T.","2017","Cork South","Number","1.25"
"Reactors per 1000 Tests A.P.T.","2017","Donegal","Number","0.87"
"Reactors per 1000 Tests A.P.T.","2017","Dublin","Number","2.87"
"Reactors per 1000 Tests A.P.T.","2017","Galway","Number","1.88"
"Reactors per 1000 Tests A.P.T.","2017","Kerry","Number","2.62"
"Reactors per 1000 Tests A.P.T.","2017","Kildare","Number","0.95"
"Reactors per 1000 Tests A.P.T.","2017","Kilkenny","Number","0.94"
"Reactors per 1000 Tests A.P.T.","2017","Laois","Number","2.18"
"Reactors per 1000 Tests A.P.T.","2017","Leitrim","Number","3.31"
"Reactors per 1000 Tests A.P.T.","2017","Limerick","Number","1.04"
"Reactors per 1000 Tests A.P.T.","2017","Longford","Number","0.56"
"Reactors per 1000 Tests A.P.T.","2017","Louth","Number","1.69"
"Reactors per 1000 Tests A.P.T.","2017","Mayo","Number","1.54"
"Reactors per 1000 Tests A.P.T.","2017","Meath","Number","1.61"
"Reactors per 1000 Tests A.P.T.","2017","Monaghan","Number","3.68"
"Reactors per 1000 Tests A.P.T.","2017","Offaly","Number","1.17"
"Reactors per 1000 Tests A.P.T.","2017","Roscommon","Number","1.67"
"Reactors per 1000 Tests A.P.T.","2017","Sligo","Number","2.12"
"Reactors per 1000 Tests A.P.T.","2017","Tipperary North","Number","2"
"Reactors per 1000 Tests A.P.T.","2017","Tipperary South","Number","0.91"
"Reactors per 1000 Tests A.P.T.","2017","Waterford","Number","0.5"
"Reactors per 1000 Tests A.P.T.","2017","Westmeath","Number","3.14"
"Reactors per 1000 Tests A.P.T.","2017","Wexford","Number","2.35"
"Reactors per 1000 Tests A.P.T.","2017","Wicklow E","Number","3.51"
"Reactors per 1000 Tests A.P.T.","2017","Wicklow W","Number","4.7"
"Reactors per 1000 Tests A.P.T.","2018","State","Number","1.97"
"Reactors per 1000 Tests A.P.T.","2018","Carlow","Number","0.86"
"Reactors per 1000 Tests A.P.T.","2018","Cavan","Number","2.71"
"Reactors per 1000 Tests A.P.T.","2018","Clare","Number","3.38"
"Reactors per 1000 Tests A.P.T.","2018","Cork North","Number","2.66"
"Reactors per 1000 Tests A.P.T.","2018","Cork South","Number","0.95"
"Reactors per 1000 Tests A.P.T.","2018","Donegal","Number","0.56"
"Reactors per 1000 Tests A.P.T.","2018","Dublin","Number","5.17"
"Reactors per 1000 Tests A.P.T.","2018","Galway","Number","1.61"
"Reactors per 1000 Tests A.P.T.","2018","Kerry","Number","2.42"
"Reactors per 1000 Tests A.P.T.","2018","Kildare","Number","1.08"
"Reactors per 1000 Tests A.P.T.","2018","Kilkenny","Number","0.85"
"Reactors per 1000 Tests A.P.T.","2018","Laois","Number","1.67"
"Reactors per 1000 Tests A.P.T.","2018","Leitrim","Number","2.14"
"Reactors per 1000 Tests A.P.T.","2018","Limerick","Number","0.73"
"Reactors per 1000 Tests A.P.T.","2018","Longford","Number","1.52"
"Reactors per 1000 Tests A.P.T.","2018","Louth","Number","0.94"
"Reactors per 1000 Tests A.P.T.","2018","Mayo","Number","1.5"
"Reactors per 1000 Tests A.P.T.","2018","Meath","Number","1.92"
"Reactors per 1000 Tests A.P.T.","2018","Monaghan","Number","4.49"
"Reactors per 1000 Tests A.P.T.","2018","Offaly","Number","1.21"
"Reactors per 1000 Tests A.P.T.","2018","Roscommon","Number","1.36"
"Reactors per 1000 Tests A.P.T.","2018","Sligo","Number","3.45"
"Reactors per 1000 Tests A.P.T.","2018","Tipperary North","Number","2.98"
"Reactors per 1000 Tests A.P.T.","2018","Tipperary South","Number","1.02"
"Reactors per 1000 Tests A.P.T.","2018","Waterford","Number","1.13"
"Reactors per 1000 Tests A.P.T.","2018","Westmeath","Number","2.33"
"Reactors per 1000 Tests A.P.T.","2018","Wexford","Number","1.91"
"Reactors per 1000 Tests A.P.T.","2018","Wicklow E","Number","4.83"
"Reactors per 1000 Tests A.P.T.","2018","Wicklow W","Number","5.64"
"Reactors per 1000 Tests A.P.T.","2019","State","Number","1.62"
"Reactors per 1000 Tests A.P.T.","2019","Carlow","Number","0.61"
"Reactors per 1000 Tests A.P.T.","2019","Cavan","Number","2.36"
"Reactors per 1000 Tests A.P.T.","2019","Clare","Number","2.66"
"Reactors per 1000 Tests A.P.T.","2019","Cork North","Number","1.92"
"Reactors per 1000 Tests A.P.T.","2019","Cork South","Number","1.17"
"Reactors per 1000 Tests A.P.T.","2019","Donegal","Number","0.98"
"Reactors per 1000 Tests A.P.T.","2019","Dublin","Number","4.8"
"Reactors per 1000 Tests A.P.T.","2019","Galway","Number","1.89"
"Reactors per 1000 Tests A.P.T.","2019","Kerry","Number","1.59"
"Reactors per 1000 Tests A.P.T.","2019","Kildare","Number","0.54"
"Reactors per 1000 Tests A.P.T.","2019","Kilkenny","Number","1.04"
"Reactors per 1000 Tests A.P.T.","2019","Laois","Number","1.29"
"Reactors per 1000 Tests A.P.T.","2019","Leitrim","Number","2.61"
"Reactors per 1000 Tests A.P.T.","2019","Limerick","Number","0.6"
"Reactors per 1000 Tests A.P.T.","2019","Longford","Number","0.74"
"Reactors per 1000 Tests A.P.T.","2019","Louth","Number","1.36"
"Reactors per 1000 Tests A.P.T.","2019","Mayo","Number","0.98"
"Reactors per 1000 Tests A.P.T.","2019","Meath","Number","1.3"
"Reactors per 1000 Tests A.P.T.","2019","Monaghan","Number","2.84"
"Reactors per 1000 Tests A.P.T.","2019","Offaly","Number","1.67"
"Reactors per 1000 Tests A.P.T.","2019","Roscommon","Number","1.71"
"Reactors per 1000 Tests A.P.T.","2019","Sligo","Number","1.53"
"Reactors per 1000 Tests A.P.T.","2019","Tipperary North","Number","1.9"
"Reactors per 1000 Tests A.P.T.","2019","Tipperary South","Number","0.76"
"Reactors per 1000 Tests A.P.T.","2019","Waterford","Number","0.48"
"Reactors per 1000 Tests A.P.T.","2019","Westmeath","Number","2.12"
"Reactors per 1000 Tests A.P.T.","2019","Wexford","Number","1.49"
"Reactors per 1000 Tests A.P.T.","2019","Wicklow E","Number","6.04"
"Reactors per 1000 Tests A.P.T.","2019","Wicklow W","Number","4.82"
"Reactors per 1000 Tests A.P.T.","2020","State","Number","1.94"
"Reactors per 1000 Tests A.P.T.","2020","Carlow","Number","1.06"
"Reactors per 1000 Tests A.P.T.","2020","Cavan","Number","2.54"
"Reactors per 1000 Tests A.P.T.","2020","Clare","Number","3.07"
"Reactors per 1000 Tests A.P.T.","2020","Cork North","Number","2.43"
"Reactors per 1000 Tests A.P.T.","2020","Cork South","Number","1.22"
"Reactors per 1000 Tests A.P.T.","2020","Donegal","Number","1.09"
"Reactors per 1000 Tests A.P.T.","2020","Dublin","Number","4.72"
"Reactors per 1000 Tests A.P.T.","2020","Galway","Number","1.89"
"Reactors per 1000 Tests A.P.T.","2020","Kerry","Number","1.82"
"Reactors per 1000 Tests A.P.T.","2020","Kildare","Number","1.08"
"Reactors per 1000 Tests A.P.T.","2020","Kilkenny","Number","0.73"
"Reactors per 1000 Tests A.P.T.","2020","Laois","Number","2.27"
"Reactors per 1000 Tests A.P.T.","2020","Leitrim","Number","1.68"
"Reactors per 1000 Tests A.P.T.","2020","Limerick","Number","0.97"
"Reactors per 1000 Tests A.P.T.","2020","Longford","Number","1.72"
"Reactors per 1000 Tests A.P.T.","2020","Louth","Number","1.93"
"Reactors per 1000 Tests A.P.T.","2020","Mayo","Number","1.44"
"Reactors per 1000 Tests A.P.T.","2020","Meath","Number","1.94"
"Reactors per 1000 Tests A.P.T.","2020","Monaghan","Number","2.86"
"Reactors per 1000 Tests A.P.T.","2020","Offaly","Number","2"
"Reactors per 1000 Tests A.P.T.","2020","Roscommon","Number","1.1"
"Reactors per 1000 Tests A.P.T.","2020","Sligo","Number","2.51"
"Reactors per 1000 Tests A.P.T.","2020","Tipperary North","Number","2.55"
"Reactors per 1000 Tests A.P.T.","2020","Tipperary South","Number","2.17"
"Reactors per 1000 Tests A.P.T.","2020","Waterford","Number","0.52"
"Reactors per 1000 Tests A.P.T.","2020","Westmeath","Number","3.26"
"Reactors per 1000 Tests A.P.T.","2020","Wexford","Number","1.48"
"Reactors per 1000 Tests A.P.T.","2020","Wicklow E","Number","3.85"
"Reactors per 1000 Tests A.P.T.","2020","Wicklow W","Number","5.54"
